ioc_12_2,ebird2021,comment
macropsalis forcipata,lotnig2,
macropygia amboinensis,sbcdov1,
macropygia cinnamomea,engcud1,
macropygia doreya,sulcud1,
macropygia emiliana,rucdov1,
macropygia macassariensis,ducdov1,
macropygia mackinlayi,macdov1,
macropygia magna,timcud1,
macropygia modiglianii,barcud1,
macropygia nigrirostris,bbcdov1,
macropygia phasianella,brcdov1,
macropygia ruficeps,licdov1,
macropygia rufipennis,ancdov1,
macropygia tenuirostris,phcdov1,
macropygia timorlaoensis,tancud1,
macropygia unchall,bacdov1,
macrosphenus concolor,grylon1,
macrosphenus flavicans,yellon1,
macrosphenus kempi,kemlon1,
macrosphenus kretschmeri,krelon1,
macrosphenus pulitzeri,pullon1,
magumma parva,aniani,
malacocincla abbotti,abbbab1,
malacocincla perspicillata,blbbab1,
malacocincla sepiaria,horbab2,
malaconotus alius,ulubus1,
malaconotus blanchoti,gyhbus1,
malaconotus cruentus,fibbus1,
malaconotus gladiator,grbbus1,
malaconotus lagdeni,lagbus1,
malaconotus monteiri,monbus1,
malacopteron affine,socbab1,
malacopteron albogulare,gybbab1,
malacopteron cinereum,sccbab1,
malacopteron magnirostre,moubab1,
malacopteron magnum,rucbab2,
malacopteron palawanense,palbab1,
malacoptila fulvogularis,blspuf1,
malacoptila fusca,whcpuf1,
malacoptila mystacalis,moupuf1,
malacoptila panamensis,whwpuf1,
malacoptila rufa,runpuf1,
malacoptila semicincta,sempuf1,
malacoptila striata,crcpuf1,
malacorhynchus membranaceus,pieduc1,
malcorus pectoralis,ruewar2,
malia grata,malia1,
malimbus ballmanni,balmal2,
malimbus cassini,bltmal1,
malimbus coronatus,recmal2,
malimbus erythrogaster,rebmal1,
malimbus ibadanensis,ibamal1,
malimbus malimbicus,cremal1,
malimbus nitens,gramal1,
malimbus racheliae,racmal1,
malimbus rubricollis,rehmal1,
malimbus scutatus,revmal1,
malindangia mcgregori,mcgcus1,
malurus alboscapulatus,whsfai1,
malurus amabilis,lovfai1,
malurus assimilis,varfai1,
malurus coronatus,pucfai2,
malurus cyaneus,supfai1,
malurus cyanocephalus,empfai1,
malurus elegans,rewfai1,
malurus lamberti,varfai5,
malurus leucopterus,whwfai1,
malurus melanocephalus,rebfai1,
malurus pulcherrimus,blbfai1,
malurus splendens,splfai1,
manacus aurantiacus,orcman1,
manacus candei,whcman1,
manacus manacus,whbman1,
manacus vitellinus,gocman1,
mandingoa nitidula,grbtwi1,
manorina flavigula,yetmin1,
manorina melanocephala,noimin1,
manorina melanophrys,belmin1,
manorina melanotis,blemin1,
manucodia alter,unknown,
manucodia ater,glmman2,
manucodia chalybatus,crcman2,
manucodia comrii,cucman1,
manucodia jobiensis,jobman1,
mareca americana,amewig,
mareca falcata,falduc,
mareca marecula,amsduc1,
mareca penelope,eurwig,
mareca sibilatrix,chiwig1,
mareca strepera,gadwal,
margarobyas lawrencii,balowl,
margaroperdix madagarensis,madpar2,
margarops fuscatus,peethr1,
margarornis bellulus,beatre1,
margarornis rubiginosus,rudtre1,
margarornis squamiger,peatre1,
margarornis stellatus,fudtre1,
marmaronetta angustirostris,martea1,
mascarinus mascarinus,maspar1,
masius chrysopterus,gowman1,
mayrimunia leucosticta,sthmun3,
mayrimunia tristissima,sthmun2,
mayrornis lessoni,slamon1,
mayrornis schistaceus,vanmon1,
mayrornis versicolor,ogemon1,
mazaria propinqua,whbspi1,
mearnsia novaeguineae,papnee1,
mearnsia picina,phinee1,
mecocerculus calopterus,ruwtyr1,
mecocerculus hellmayri,bubtyr1,
mecocerculus leucophrys,whttyr2,
mecocerculus minor,subtyr1,
mecocerculus poecilocercus,whttyr1,
mecocerculus stictopterus,whbtyr1,
megabyas flammulatus,afrshf1,
megaceryle alcyon,belkin1,
megaceryle lugubris,crekin1,
megaceryle maxima,giakin3,
megaceryle torquata,rinkin1,
megacrex inepta,ngfrai1,
megadyptes antipodes,yeepen1,
megalampitta gigantea,gremel1,
megalurus palustris,strgra1,
megapodius bernsteinii,sulscr1,
megapodius cumingii,tabscr1,
megapodius decollatus,negscr1,
megapodius eremita,melscr1,
megapodius freycinet,dusscr2,
megapodius geelvinkianus,dusscr3,
megapodius laperouse,micscr1,
megapodius layardi,vanscr1,
megapodius nicobariensis,nicscr1,
megapodius pritchardii,niuscr1,
megapodius reinwardt,orfscr1,
megapodius tenimberensis,tanscr1,
megarynchus pitangua,bobfly1,
megascops albogularis,whtsco1,
megascops asio,easowl1,
megascops atricapilla,bkcsco1,
megascops barbarus,besowl,
megascops centralis,versco2,
megascops choliba,trsowl,
megascops clarkii,bssowl,
megascops cooperi,pasowl4,
megascops gilesi,samsco1,
megascops guatemalae,vesowl,
megascops hoyi,mofsco1,
megascops ingens,rufsco1,
megascops kennicottii,wesowl1,
megascops koepckeae,koesco1,
megascops marshalli,clfsco1,
megascops petersoni,cinsco1,
megascops roboratus,persco1,
megascops roraimae,foosco1,
megascops sanctaecatarinae,lotsco1,
megascops seductus,basowl,
megascops trichopsis,whsowl1,
megascops vermiculatus,vesowl,
megascops watsonii,tabsco1,
megastictus margaritatus,peaant1,
megatriorchis doriae,dorgos1,
megaxenops parnaguae,grexen1,
megazosterops palauensis,giweye1,
meiglyptes jugularis,babwoo3,
meiglyptes tristis,burwoo1,
meiglyptes tukki,bunwoo1,
melaenornis annamarulae,nimfly1,
melaenornis ardesiacus,yebfly2,
melaenornis brunneus,angslf1,
melaenornis chocolatinus,abyslf1,
melaenornis edolioides,nobfly1,
melaenornis fischeri,wheslf1,
melaenornis infuscatus,chafly2,
melaenornis mariquensis,marfly1,
melaenornis microrhynchus,afgfly1,
melaenornis pallidus,palfly2,
melaenornis pammelaina,sobfly1,
melaenornis silens,fisfly1,
melampitta lugubris,lesmel1,
melamprosops phaeosoma,poouli,
melanerpes aurifrons,gofwoo,
melanerpes cactorum,whfwoo1,
melanerpes candidus,whiwoo1,
melanerpes carolinus,rebwoo,
melanerpes chrysauchen,gonwoo1,
melanerpes chrysogenys,gocwoo1,
melanerpes cruentatus,yetwoo2,
melanerpes erythrocephalus,rehwoo,
melanerpes flavifrons,yefwoo1,
melanerpes formicivorus,acowoo,
melanerpes herminieri,guawoo1,
melanerpes hoffmannii,hofwoo1,
melanerpes hypopolius,grbwoo1,
melanerpes lewis,lewwoo,
melanerpes portoricensis,purwoo1,
melanerpes pucherani,blcwoo1,
melanerpes pulcher,beawoo2,
melanerpes pygmaeus,yucwoo,
melanerpes radiolatus,jamwoo1,
melanerpes rubricapillus,recwoo1,
melanerpes santacruzi,gofwoo,
melanerpes striatus,hiswoo1,
melanerpes superciliaris,weiwoo1,
melanerpes uropygialis,gilwoo,
melaniparus afer,grytit1,
melaniparus albiventris,whbtit5,
melaniparus carpi,cartit2,
melaniparus cinerascens,ashtit2,
melaniparus fasciiventer,stbtit2,
melaniparus fringillinus,rettit2,
melaniparus funereus,dustit2,
melaniparus griseiventris,miotit2,
melaniparus guineensis,whsblt1,
melaniparus leucomelas,whwblt3,
melaniparus leuconotus,whbblt1,
melaniparus niger,soublt1,
melaniparus pallidiventris,rubtit3,
melaniparus rufiventris,rubtit3,
melaniparus thruppi,somtit4,
melanitta americana,blksco2,
melanitta deglandi,whwsco2,
melanitta fusca,whwsco3,
melanitta nigra,blksco1,
melanitta perspicillata,sursco,
melanitta stejnegeri,whwsco1,
melanocharis arfakiana,obsber1,
melanocharis citreola,satber1,
melanocharis longicauda,lebber1,
melanocharis nigra,blaber1,
melanocharis striativentris,strber1,
melanocharis versteri,fatber1,
melanochlora sultanea,sultit1,
melanocichla calva,bahlau1,
melanocichla lugubris,blalau1,
melanocorypha bimaculata,bimlar1,
melanocorypha calandra,callar1,
melanocorypha maxima,tiblar1,
melanocorypha mongolica,monlar1,
melanocorypha yeltoniensis,blalar1,
melanodera melanodera,cawfin1,
melanodera xanthogramma,yebfin1,
melanodryas cucullata,hoorob1,
melanodryas vittata,dusrob1,
melanopareia bitorquata,colcre1,
melanopareia elegans,elecre1,
melanopareia maranonica,marcre1,
melanopareia maximiliani,olccre1,
melanopareia torquata,colcre1,
melanoperdix niger,blapar2,
melanoptila glabrirostris,blacat1,
melanorectes nigrescens,blapit1,
melanospiza bicolor,bkfgra,
melanospiza richardsoni,slbfin1,
melanotis caerulescens,blumoc,
melanotis hypoleucus,bawmoc1,
meleagris gallopavo,wiltur,
meleagris ocellata,ocetur1,
meliarchus sclateri,sacmel1,
melichneutes robustus,lython1,
melidectes belfordi,belmel1,
melidectes foersteri,huomel1,
melidectes leucostephes,vogmel1,
melidectes ochromelas,cibmel1,
melidectes rufocrissalis,yebmel1,
melidectes torquatus,ornmel1,
melidora macrorrhina,hobkin1,
melierax canorus,pacgos1,
melierax metabates,dacgos1,
melierax poliopterus,eacgos1,
melignomon eisentrauti,yefhon2,
melignomon zenkeri,zenhon1,
melilestes megarhynchus,lobhon2,
melionyx fuscus,soomel1,
melionyx nouhuysi,shbmel1,
melionyx princeps,lobmel1,
meliphacator provocator,kanhon1,
meliphaga aruensis,pubhon1,
meliphaga lewinii,lewhon1,
meliphaga notata,yeshon1,
melipotes ater,spahon1,
melipotes carolae,washon1,
melipotes fumigatus,smohon1,
melipotes gymnops,arfhon1,
melithreptus affinis,blhhon1,
melithreptus albogularis,whthon1,
melithreptus brevirostris,brhhon1,
melithreptus chloropsis,whnhon3,
melithreptus gularis,blchon2,
melithreptus lunatus,whnhon2,
melithreptus validirostris,stbhon2,
melitograis gilolensis,whsfri1,
mellisuga helenae,beehum1,
mellisuga minima,verhum1,
melloria quoyi,blabut1,
melocichla mentalis,mogwar1,
melopsittacus undulatus,budger,
melopyrrha grandis,purbul3,
melopyrrha nigra,cubbul1,
melopyrrha portoricensis,purbul1,
melopyrrha violacea,grabul1,
melospiza georgiana,swaspa,
melospiza lincolnii,linspa,
melospiza melodia,sonspa,
melozone aberti,abetow,
melozone albicollis,whttow1,
melozone biarcuata,pregrs1,
melozone cabanisi,pregrs2,
melozone crissalis,caltow,
melozone fusca,cantow,
melozone kieneri,rcgspa1,
melozone leucotis,wegspa1,
menelikornis leucotis,whctur1,
menelikornis ruspolii,prrtur1,
mentocrex beankaensis,tsiwor1,
mentocrex kioloides,madwor1,
menura alberti,alblyr1,
menura novaehollandiae,suplyr1,
merganetta armata,torduc1,
mergellus albellus,smew,
mergus australis,auimer1,
mergus merganser,commer,
mergus octosetaceus,bramer1,
mergus serrator,rebmer,
mergus squamatus,scsmer1,
meropogon forsteni,pbbeat1,
merops albicollis,wtbeat1,
merops americanus,rucbee1,
merops apiaster,eubeat1,
merops boehmi,bobeat1,
merops breweri,bhbeat1,
merops bullockoides,wfbeat1,
merops bulocki,rtbeat1,
merops cyanophrys,grbeat1,
merops gularis,blbeat1,
merops hirundineus,stbeat1,
merops lafresnayii,bbbeat2,
merops leschenaulti,chbeat1,
merops malimbicus,robeat1,
merops mentalis,bumbee1,
merops muelleri,bhbeat2,
merops nubicoides,scbeat1,
merops nubicus,ncbeat1,
merops oreobates,ccbeat1,
merops orientalis,grbeat1,
merops ornatus,rabeat1,
merops persicus,bcbeat1,
merops philippinus,btbeat1,
merops pusillus,libeat1,
merops revoilii,sobeat1,
merops superciliosus,mabeat1,
merops variegatus,bbbeat2,
merops viridis,btbeat2,
merops viridissimus,grbeat1,
merulaxis ater,slabri1,
merulaxis stresemanni,strbri1,
mesembrinibis cayennensis,greibi1,
mesitornis unicolor,bromes1,
mesitornis variegatus,whbmes2,
metabolus rugensis,trumon1,
metallura aeneocauda,scamet1,
metallura baroni,vitmet1,
metallura eupogon,fitmet1,
metallura iracunda,permet1,
metallura odomae,nebmet1,
metallura phoebe,blamet1,
metallura theresiae,copmet1,
metallura tyrianthina,tyrmet1,
metallura williami,virmet1,
metopidius indicus,brwjac1,
metopothrix aurantiaca,orfplu2,
metriopelia aymara,gsgdov1,
metriopelia ceciliae,bfgdov1,
metriopelia melanoptera,bwgdov1,
metriopelia morenoi,begdov1,
micrastur buckleyi,buffal1,
micrastur gilvicollis,liffal1,
micrastur mintoni,cryfof1,
micrastur mirandollei,sbffal1,
micrastur plumbeus,plffal1,
micrastur ruficollis,baffal1,
micrastur semitorquatus,coffal1,
micrathene whitneyi,elfowl,
microbates cinereiventris,tafgna1,
microbates collaris,colgna1,
microcarbo africanus,lotcor1,
microcarbo coronatus,crocor1,
microcarbo melanoleucos,lipcor1,
microcarbo niger,litcor1,
microcarbo pygmaeus,pygcor2,
microcerculus bambla,wibwre1,
microcerculus marginatus,scbwre1,
microcerculus philomela,nigwre1,
microcerculus ustulatus,fluwre1,
microchera albocoronata,snowca1,
microchera chionura,whteme1,
microchera cupreiceps,coheme1,
microdynamis parva,dwakoe1,
microeca fascinans,jacwin1,
microeca flavigaster,lebfly3,
microeca hemixantha,gobfly2,
microgoura meeki,chopig1,
microhierax caerulescens,colfal1,
microhierax erythrogenys,phifal1,
microhierax fringillarius,bltfal1,
microhierax latifrons,whffal1,
microhierax melanoleucos,piefal2,
microligea palustris,grtwar1,
micromacronus leytensis,mitbab1,
micromacronus sordidus,minmib1,
micromonacha lanceolata,lanmon1,
micronisus gabar,gabgos2,
microparra capensis,lesjac1,
micropsitta bruijnii,rbppar1,
micropsitta finschii,fippar1,
micropsitta geelvinkiana,geppar1,
micropsitta keiensis,ycppar1,
micropsitta meeki,meppar1,
micropsitta pusio,bfppar1,
micropternus brachyurus,rufwoo2,
microptilotis albonotatus,scrhon1,
microptilotis analogus,mimhon1,
microptilotis cinereifrons,grahon3,
microptilotis flavirictus,yeghon1,
microptilotis gracilis,grahon2,
microptilotis imitatrix,grahon5,
microptilotis mimikae,spbmel1,
microptilotis montanus,forhon1,
microptilotis orientalis,moumel1,
microptilotis vicina,taghon1,
micropygia schomburgkii,ocecra1,
microrhopias quixensis,dowant1,
microspingus alticola,ptwfin1,
microspingus cabanisi,gytwaf1,
microspingus cinereus,ciwfin1,
microspingus erythrophrys,rbwfin2,
microspingus lateralis,rrwfin1,
microspingus melanoleucus,bcwfin2,
microspingus torquatus,riwfin1,
microspingus trifasciatus,thshem1,
microspizias collaris,semhaw2,
microspizias superciliosus,tinhaw1,
microstilbon burmeisteri,sltwoo1,
microtarsus melanoleucos,bawbul2,
microxenops milleri,rutxen1,
milvago chimachima,yehcar1,
milvago chimango,chicar1,
milvus aegyptius,blakit1,
milvus migrans,blakit1,
milvus milvus,redkit1,
mimus dorsalis,brbmoc1,
mimus gilvus,tromoc,
mimus graysoni,socmoc1,
mimus gundlachii,bahmoc,
mimus longicaudatus,lotmoc1,
mimus macdonaldi,hoomoc1,
mimus melanotis,chamoc2,
mimus parvulus,galmoc1,
mimus patagonicus,patmoc1,
mimus polyglottos,normoc,
mimus saturninus,chbmoc1,
mimus thenca,chimoc1,
mimus trifasciatus,chamoc1,
mimus triurus,whbmoc1,
minla ignotincta,retmin1,
mino anais,golmyn1,
mino dumontii,yefmyn1,
mino kreffti,lotmyn1,
mionectes macconnelli,mccfly1,
mionectes oleagineus,ocbfly1,
mionectes olivaceus,olsfly1,
mionectes roraimae,mccfly3,
mionectes rufiventris,gyhfly1,
mionectes striaticollis,stnfly1,
mirafra affinis,jerbus2,
mirafra africana,runlar1,
mirafra albicauda,whtlar1,
mirafra angolensis,anglar1,
mirafra apiata,caclar1,
mirafra ashi,ashlar1,
mirafra assamica,benbus1,
mirafra cantillans,sinbus1,
mirafra cheniana,latlar1,
mirafra collaris,collar1,
mirafra cordofanica,korlar1,
mirafra erythrocephala,indbus3,
mirafra erythroptera,indbus2,
mirafra fasciolata,eaclar1,
mirafra gilletti,gillar1,
mirafra hypermetra,rewlar1,
mirafra javanica,ausbus2,
mirafra microptera,burbus1,
mirafra passerina,monlar2,
mirafra pulpa,frilar1,
mirafra rufa,ruslar1,
mirafra rufocinnamomea,flalar1,
mirafra somalica,slblar1,
mirafra williamsi,willar1,
mitrephanes olivaceus,olifly2,
mitrephanes phaeocercus,tuffly,
mitrospingus cassinii,duftan1,
mitrospingus oleagineus,olbtan1,
mitu mitu,alacur1,
mitu salvini,salcur1,
mitu tomentosum,crecur2,
mitu tuberosum,rabcur2,
mixornis bornensis,bostib1,
mixornis flavicollis,gyctib1,
mixornis gularis,sttbab1,
mixornis kelleyi,gyftib1,
mixornis prillwitzi,gyctib1,
mniotilta varia,bawwar,
modulatrix stictigula,spothr1,
moho apicalis,oahoo,
moho bishopi,bisoo,
moho braccatus,kauoo,
moho nobilis,hawoo,
mohoua albicilla,whiteh1,
mohoua novaeseelandiae,pipipi1,
mohoua ochrocephala,yellow3,
molothrus aeneus,brocow,
molothrus armenti,brocow,
molothrus ater,bnhcow,
molothrus bonariensis,shicow,
molothrus oryzivorus,giacow,
molothrus rufoaxillaris,scrcow1,
momotus aequatorialis,higmot1,
momotus bahamensis,trimot1,
momotus coeruliceps,bucmot1,
momotus lessonii,bucmot2,
momotus mexicanus,rucmot1,
momotus momota,bucmot4,
momotus subrufescens,bucmot3,
monachella muelleriana,torfly1,
monarcha castaneiventris,chbmon1,
monarcha cinerascens,islmon1,
monarcha erythrostictus,boumon1,
monarcha frater,blwmon1,
monarcha godeffroyi,yapmon1,
monarcha melanopsis,blfmon1,
monarcha richardsii,whcmon1,
monarcha takatsukasae,tinmon1,
monasa atra,blanun1,
monasa flavirostris,yebnun1,
monasa morphoeus,whfnun1,
monasa nigrifrons,blfnun1,
monias benschi,submes1,
montecincla cachinnans,bkclau2,
montecincla fairbanki,kerlau2,
montecincla jerdoni,bkclau1,
montecincla meridionalis,kerlau3,
monticola angolensis,mirthr1,
monticola brevipes,strthr1,
monticola cinclorhyncha,bcrthr1,
monticola explorator,serthr1,
monticola gularis,wtrthr1,
monticola imerina,litrot1,
monticola rufiventris,cbrthr1,
monticola rufocinereus,lirthr1,
monticola rupestris,carthr1,
monticola saxatilis,rtrthr1,
monticola semirufus,wwccha1,
monticola sharpei,forrot2,
monticola solitarius,burthr,
montifringilla adamsi,blwsno1,
montifringilla henrici,tibsno2,
montifringilla nivalis,whwsno1,
morococcyx erythropygus,legcuc1,
morphnarchus princeps,barhaw1,
morphnus guianensis,creeag1,
morus bassanus,norgan,
morus capensis,capgan1,
morus serrator,ausgan1,
motacilla aguimp,afpwag1,
motacilla alba,whiwag,
motacilla bocagii,boclon2,
motacilla capensis,capwag1,
motacilla cinerea,grywag,
motacilla citreola,citwag,
motacilla clara,mouwag1,
motacilla flava,eaywag1,
motacilla flaviventris,madwag1,
motacilla grandis,japwag1,
motacilla maderaspatensis,whbwag1,
motacilla samveasnae,mekwag1,
motacilla tschutschensis,eaywag,
moupinia poecilotis,rutbab1,
mulleripicus fuliginosus,sousow1,
mulleripicus fulvus,ashwoo1,
mulleripicus funebris,soowoo1,
mulleripicus pulverulentus,grswoo1,
mundia elpenor,asccra1,
muscicapa adusta,afdfly1,
muscicapa aquatica,swafly3,
muscicapa boehmi,boefly1,
muscicapa caerulescens,ashfly1,
muscicapa cassini,casfly1,
muscicapa comitata,dubfly2,
muscicapa dauurica,asbfly,
muscicapa epulata,ligfly2,
muscicapa ferruginea,ferfly1,
muscicapa gambagae,gamfly1,
muscicapa griseisticta,gysfly1,
muscicapa infuscata,soofly1,
muscicapa itombwensis,chafly1,
muscicapa lendu,chafly1,
muscicapa muttui,brbfly2,
muscicapa olivascens,olifly1,
muscicapa randi,asbfly1,
muscicapa segregata,subfly2,
muscicapa sethsmithi,yeffly1,
muscicapa sibirica,dasfly,
muscicapa sodhii,subfly3,
muscicapa striata,spofly1,
muscicapa tessmanni,tesfly1,
muscicapa tyrrhenica,spofly1,
muscicapa ussheri,ussfly1,
muscicapa williamsoni,bnsfly1,
muscigralla brevicauda,stftyr1,
muscipipra vetula,shtgrt1,
muscisaxicola albifrons,wfgtyr1,
muscisaxicola albilora,wbgtyr1,
muscisaxicola alpinus,plcgrt1,
muscisaxicola capistratus,cibgrt1,
muscisaxicola cinereus,cingrt1,
muscisaxicola flavinucha,ongtyr1,
muscisaxicola frontalis,bfgtyr1,
muscisaxicola griseus,tacgrt1,
muscisaxicola juninensis,pugtyr1,
muscisaxicola maclovianus,dafgrt1,
muscisaxicola maculirostris,sbgtyr1,
muscisaxicola rufivertex,rngtyr1,
mustelirallus albicollis,astcra1,
myadestes coloratus,varsol1,
myadestes elisabeth,cubsol1,
myadestes genibarbis,rutsol1,
myadestes lanaiensis,olomao,
myadestes melanops,blfsol1,
myadestes myadestinus,kamao,
myadestes obscurus,omao,
myadestes occidentalis,brbsol1,
myadestes palmeri,puaioh,
myadestes ralloides,andsol1,
myadestes townsendi,towsol,
myadestes unicolor,slcsol1,
mycerobas affinis,colgro1,
mycerobas carnipes,whwgro1,
mycerobas icterioides,baygro1,
mycerobas melanozanthos,spwgro1,
mycteria americana,woosto,
mycteria cinerea,milsto1,
mycteria ibis,yebsto1,
mycteria leucocephala,paisto1,
myiagra albiventris,samfly1,
myiagra alecto,shifly1,
myiagra atra,biafly1,
myiagra azureocapilla,blcfly2,
myiagra caledonica,melfly1,
myiagra castaneigularis,chtfly1,
myiagra cervinicauda,ochfly1,
myiagra cervinicolor,dulfly1,
myiagra cyanoleuca,satfly1,
myiagra eichhorni,dulfly1,
myiagra erythrops,palfly3,
myiagra ferrocyanea,stbfly1,
myiagra freycineti,guafly1,
myiagra galeata,molfly1,
myiagra hebetior,dulfly1,
myiagra inquieta,resfly1,
myiagra nana,papfly1,
myiagra oceanica,ocefly1,
myiagra pluto,pohfly1,
myiagra rubecula,leafly2,
myiagra ruficollis,brbfly1,
myiagra vanikorensis,vanfly1,
myiarchus antillarum,purfly1,
myiarchus apicalis,apifly1,
myiarchus barbirostris,sadfly1,
myiarchus cephalotes,paefly1,
myiarchus cinerascens,astfly,
myiarchus crinitus,grcfly,
myiarchus ferox,shcfly1,
myiarchus magnirostris,galfly1,
myiarchus nugator,grefly1,
myiarchus nuttingi,nutfly,
myiarchus oberi,leafly1,
myiarchus panamensis,panfly1,
myiarchus phaeocephalus,socfly2,
myiarchus sagrae,lasfly,
myiarchus semirufus,ruffly1,
myiarchus stolidus,stofly1,
myiarchus swainsoni,swafly1,
myiarchus tuberculifer,ducfly,
myiarchus tyrannulus,bncfly,
